model,model_slug,model_group,ms,question_id,category,prompt_bytes,response_bytes,actual_new_zip_tokens,actual_new_zip_tokens_raw,theory_new_zip_tokens,base_new_tokens,valid_output,actual_bytes_per_zip_token,theory_bytes_per_zip_token,compression_efficiency,base_token_saving,gpt2_nll_sum,gpt2_mean_nll,gpt2_bits_per_byte,gpt2_scored_tokens,gpt2_scored_bytes,empty_or_too_short,repeat_4gram_rate,max_4gram_count,degenerate_repetition
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,81,writing,127,2407,512,512,512,512,1,4.701171875,4.701171875,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,82,writing,250,538,102,102,102,102,1,5.2745098039215685,5.2745098039215685,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,83,writing,292,846,160,160,160,160,1,5.2875,5.2875,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,84,writing,219,1206,251,251,251,251,1,4.804780876494024,4.804780876494024,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,85,writing,126,600,131,131,131,131,1,4.580152671755725,4.580152671755725,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,91,roleplay,140,729,157,157,157,157,1,4.643312101910828,4.643312101910828,1.0,0.0,,,,0,0,0,0.007407407407407408,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,92,roleplay,225,623,128,128,128,128,1,4.8671875,4.8671875,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,93,roleplay,450,1117,231,231,231,231,1,4.8354978354978355,4.8354978354978355,1.0,0.0,,,,0,0,0,0.01092896174863388,3,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,94,roleplay,511,798,142,142,142,142,1,5.619718309859155,5.619718309859155,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,95,roleplay,478,683,146,146,146,146,1,4.678082191780822,4.678082191780822,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,101,reasoning,178,130,28,28,28,28,1,4.642857142857143,4.642857142857143,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,102,reasoning,163,333,68,68,68,68,1,4.897058823529412,4.897058823529412,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,103,reasoning,94,1058,205,205,205,205,1,5.160975609756098,5.160975609756098,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,104,reasoning,89,22,5,5,5,5,1,4.4,4.4,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,105,reasoning,862,186,37,37,37,37,1,5.027027027027027,5.027027027027027,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,111,math,103,420,191,191,191,191,1,2.1989528795811517,2.1989528795811517,1.0,0.0,,,,0,0,0,0.01098901098901099,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,112,math,241,224,61,61,61,61,1,3.6721311475409837,3.6721311475409837,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,113,math,296,895,211,211,211,211,1,4.241706161137441,4.241706161137441,1.0,0.0,,,,0,0,0,0.17532467532467533,6,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,114,math,95,673,269,269,269,269,1,2.5018587360594795,2.5018587360594795,1.0,0.0,,,,0,0,0,0.14814814814814814,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,115,math,294,421,149,149,149,149,1,2.825503355704698,2.825503355704698,1.0,0.0,,,,0,0,0,0.03296703296703297,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,121,coding,133,2290,512,512,512,512,1,4.47265625,4.47265625,1.0,0.0,,,,0,0,0,0.00946372239747634,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,122,coding,69,456,129,129,129,129,1,3.5348837209302326,3.5348837209302326,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-llama32-3B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,123,coding,109,1487,380,380,380,380,1,3.913157894736842,3.913157894736842,1.0,0.0,,,,0,0,0,0.0,1,0
