model,model_slug,model_group,ms,question_id,category,prompt_bytes,response_bytes,actual_new_zip_tokens,actual_new_zip_tokens_raw,theory_new_zip_tokens,base_new_tokens,valid_output,actual_bytes_per_zip_token,theory_bytes_per_zip_token,compression_efficiency,base_token_saving,gpt2_nll_sum,gpt2_mean_nll,gpt2_bits_per_byte,gpt2_scored_tokens,gpt2_scored_bytes,empty_or_too_short,repeat_4gram_rate,max_4gram_count,degenerate_repetition
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,81,writing,127,2365,512,512,497,550,1,4.619140625,4.758551307847083,0.970703125,0.06909090909090909,,,,0,0,0,0.002638522427440633,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,82,writing,250,1078,222,222,213,253,1,4.8558558558558556,5.061032863849765,0.9594594594594594,0.12252964426877466,,,,0,0,0,0.006024096385542169,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,83,writing,292,2066,361,361,348,472,1,5.7229916897506925,5.936781609195402,0.96398891966759,0.23516949152542377,,,,0,0,0,0.034161490683229816,4,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,84,writing,219,2145,463,463,444,503,1,4.632829373650108,4.831081081081081,0.9589632829373651,0.07952286282306165,,,,0,0,0,0.0026595744680851063,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,85,writing,126,862,212,212,208,222,1,4.066037735849057,4.144230769230769,0.9811320754716982,0.04504504504504503,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,91,roleplay,140,689,142,142,140,146,1,4.852112676056338,4.921428571428572,0.9859154929577464,0.0273972602739726,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,92,roleplay,225,634,152,152,151,160,1,4.171052631578948,4.198675496688741,0.9934210526315791,0.050000000000000044,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,93,roleplay,450,1887,397,397,381,450,1,4.753148614609572,4.952755905511811,0.9596977329974811,0.11777777777777776,,,,0,0,0,0.007462686567164179,2,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,94,roleplay,511,1318,250,250,240,279,1,5.272,5.491666666666666,0.9600000000000001,0.10394265232974909,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,95,roleplay,478,88,21,21,21,21,1,4.190476190476191,4.190476190476191,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/gentilin/zip2zip-outputs/andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore/step_8000,andrea-z2z-phi3-14B-eosfix-1BData-v0.2-Zip2zipCore_step_8000,core,unknown,101,reasoning,178,132,23,23,22,30,1,5.739130434782608,6.0,0.9565217391304347,0.23333333333333328,,,,0,0,0,0.0,1,0
