model,model_slug,model_group,ms,question_id,category,prompt_bytes,response_bytes,actual_new_zip_tokens,actual_new_zip_tokens_raw,theory_new_zip_tokens,base_new_tokens,valid_output,actual_bytes_per_zip_token,theory_bytes_per_zip_token,compression_efficiency,base_token_saving,gpt2_nll_sum,gpt2_mean_nll,gpt2_bits_per_byte,gpt2_scored_tokens,gpt2_scored_bytes,empty_or_too_short,repeat_4gram_rate,max_4gram_count,degenerate_repetition
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,81,writing,127,2098,512,512,512,512,1,4.09765625,4.09765625,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,82,writing,250,717,166,166,166,166,1,4.319277108433735,4.319277108433735,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,83,writing,292,756,171,171,171,171,1,4.421052631578948,4.421052631578948,1.0,0.0,,,,0,0,0,0.14912280701754385,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,84,writing,219,1459,338,338,338,338,1,4.316568047337278,4.316568047337278,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,85,writing,126,845,206,206,206,206,1,4.101941747572815,4.101941747572815,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,91,roleplay,140,1159,255,255,255,255,1,4.545098039215686,4.545098039215686,1.0,0.0,,,,0,0,0,0.010526315789473684,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,92,roleplay,225,673,158,158,158,158,1,4.2594936708860756,4.2594936708860756,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,93,roleplay,450,1442,353,353,353,353,1,4.084985835694051,4.084985835694051,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,94,roleplay,511,201,43,43,43,43,1,4.674418604651163,4.674418604651163,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore/step_8000,andrea-ctrl-phi35-4B-codebook0-1BData-v0.4-Zip2zipCore_step_8000,core,unknown,95,roleplay,478,223,94,94,94,94,1,2.372340425531915,2.372340425531915,1.0,0.0,,,,0,0,0,0.0,1,0
